-82.79101822,36.35448101,012OYCOE,012OYCOE
-82.65942142,36.31659827,030GDIUL,030GDIUL
-82.93792423,36.04085107,164CPVXS,164CPVUP
-83.16467006,36.18003779,091DBNGO,AF064824
-83.16430985,36.18006028,091DCNAK,AF066736
-83.16380942,36.17937393,091DDQEP,AF066928
-83.16428139,36.17919129,091DCRDN,AF074091
-83.16383841,36.17844117,091DDVEA,AF076213
-83.16277834,36.17756598,091DFZOA,AF078499
-83.16293865,36.17793801,091DFXFH,AF079309
-83.16207612,36.17750473,091DHZDG,AF170478
-83.16121298,36.17717648,091EJAAS,AF172553
-83.16086075,36.1767685,091EJCVP,AF173631
-83.16047919,36.17629565,091EKESU,AF173790
-83.16059355,36.17788172,091DKXIH,AF174302
-83.16044248,36.17753644,091DKYSX,AF174420
-83.15998511,36.17830109,091DLVQG,AF175253
-83.15963322,36.17576614,091EMHPE,AF176898
-83.15926412,36.17891175,091DNSEH,AF177150
-83.15898104,36.17590547,091EOGAL,AF178895
-83.15876153,36.17625561,091EOEMU,AF179733
-83.15974535,36.17336568,091EMSOO,AF186487
-83.15986321,36.17255674,091EMWJK,AF186750
-83.15998774,36.17176411,091LMADE,AF186931
-83.15961811,36.17495114,091EMLSB,AF187024
-83.15947016,36.1749604,091ENKAZ,AF187034
-83.15960858,36.1741506,091EMOUV,AF187226
-83.15890137,36.17506549,091EOKGL,AF188091
-83.15866822,36.1745928,091EOMVQ,AF189019
-83.1585775,36.17441443,091EPNAM,AF189133
-83.16184217,36.16648915,091LIZMI,AF192962
-83.1617724,36.16644856,091LIZQN,AF193957
-83.16051098,36.16785804,091LLSHS,AF194874
-83.16115761,36.16713662,091LJWYE,AF194900
-83.16012411,36.17097393,091LLDXX,AF195016
-83.16031692,36.17099496,091LLDMV,AF195097
-83.16019819,36.1703015,091LLHUC,AF195189
-83.1602547,36.16962566,091LLKSI,AF195364
-83.16031542,36.16893122,091LLNQP,AF195552
-83.16037547,36.16825826,091LLQOU,AF195731
-83.15803744,36.17522296,091EQJDP,AF270977
-83.1577437,36.17613298,091EQFSG,AF271769
-83.15767741,36.17623264,091EQEWT,AF271795
-83.15700401,36.17628213,091ESEIL,AF273747
-83.15699691,36.17638027,091ESDIZ,AF273754
-83.15606459,36.17645618,091EUDJN,AF275773
-83.15215902,36.17323295,092HDSEI,AF384418
-83.15156247,36.17299201,092HETNK,AF385590
-83.15105286,36.1724808,092HFVRU,AF386652
-83.15071865,36.17240584,092HGWKC,AF387672
-83.15017407,36.17211647,092HHXQK,AF388791
-83.15026667,36.17108507,092IHCNH,AF389977
-83.1493246,36.17223743,092HJWMT,AF481788
-83.14848356,36.17269992,092HLUHL,AF484611
-83.1475003,36.17358082,092HNQJE,AF485399
-83.14706477,36.17352248,092HOQIK,AF487466
-83.14646727,36.1744885,092HPLOT,AF488142
-83.14656089,36.17366604,092HPPKR,AF488369
-83.14497596,36.18799624,080IRZTS,AF550146
-83.14456238,36.1851404,080PSNXE,AF553633
-83.14377882,36.18750833,080PUBLW,AF554106
-83.14349029,36.18703526,080PVECC,AF555233
-83.14345458,36.18356587,080PVULM,AF555920
-83.14322104,36.1873232,080PVCRR,AF556117
-83.1432382,36.18615633,080PVISF,AF556403
-83.14327881,36.18532556,080PVMSD,AF556651
-83.14323208,36.18452901,080PVPWX,AF556747
-83.14280774,36.18741202,080PWCOF,AF557125
-83.14304202,36.18535658,080PWLFZ,AF557611
-83.14305888,36.18173892,092AWDLC,AF564362
-83.14299662,36.18295875,080PWXNI,AF566079
-83.14284786,36.18310881,080PWWVP,AF567016
-83.1422089,36.18193456,092AYCHB,AF568325
-83.14450593,36.17525401,092HTHUY,AF572997
-83.14352276,36.17561425,092HVGYC,AF574990
-83.14279524,36.17591133,092HXEMQ,AF577841
-83.14142587,36.17651378,092GABLQ,AF579754
-83.14598185,36.17467489,092HQKPV,AF580046
-83.14561691,36.17329637,092HRRNI,AF580558
-83.14549497,36.17358621,092HRPTY,AF580590
-83.14517677,36.17498594,092HSJJH,AF581071
-83.14399757,36.17257672,092HVUDN,AF583682
-83.14426073,36.17517468,092HUIIH,AF584058
-83.1434211,36.17323948,092HWRII,AF584497
-83.14329121,36.17476786,092HWKNC,AF585153
-83.14322712,36.17478691,092HWJQZ,AF585191
-83.14291,36.17442824,092HXLJQ,AF586169
-83.14287805,36.1738493,092HXOMK,AF586393
-83.14275662,36.17391822,092HXOTB,AF587321
-83.1420863,36.17345877,092HZQGD,AF588473
-83.14161771,36.17315328,092GARHO,AF589572
-83.14148001,36.18102537,092AZGZH,AF660625
-83.14079234,36.18018058,092BBKOF,AF661843
-83.13963635,36.18077212,092BEHAH,AF664676
-83.13953866,36.17965645,092BEMIO,AF664906
-83.13885318,36.18118263,092BFFSG,AF666566
-83.1379824,36.18163346,092BHDPA,AF668446
-83.14016838,36.17934442,092BCOZC,AF672096
-83.14041394,36.17830324,092BCTNB,AF672371
-83.14069681,36.17718984,092BBYZI,AF672564
-83.14035422,36.17811143,092BCTRY,AF673305
-83.14049774,36.17655284,092GCBMI,AF673721
-83.13963506,36.17678967,092GEAJD,AF675662
-83.13863646,36.176418,092GGBOT,AF677667
-83.13771064,36.17609114,092GIDQF,AF679783
-83.14143059,36.17113828,092JABWB,AF680859
-83.14103396,36.17097,092JBBTU,AF681944
-83.13836178,36.17505678,092GHIHE,AF687052
-83.14109271,36.16850973,092JBNVL,AF690338
-83.14068157,36.16949321,092JCIQT,AF691272
-83.14034198,36.17031059,092JDEIV,AF692171
-83.14023202,36.17059327,092JDDNM,AF693035
-83.13961984,36.1702802,092JEEXX,AF695105
-83.13901913,36.16999021,092JGGGF,AF696243
-83.13867559,36.16958038,092JHIBB,AF697345
-83.13802678,36.16905994,092JIKMN,AF698487
-83.1378531,36.16830738,092JIOYB,AF698633
-83.13575896,36.1963826,080GLKHZ,AF723993
-83.13526039,36.19725374,080GMGIV,AF725722
-83.13478144,36.19630466,080GNLLG,AF726934
-83.13417775,36.19756268,080GOFRG,AF727681
-83.13450922,36.19686531,080GNIZO,AF727709
-83.13387107,36.1981846,080GPCHG,AF728446
